txt,name,source_link,doc_type,dictionary_type
expected to furnish their own food and ammunition. The Workers MUST be,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
provided with the money that active campaign work imperatively demands!,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Those who cannot conveniently or successfully labor should give money,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"to this cause; but at the same time, every good citizen should keep in",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"touch with his lawmaking representatives, and in times of need ask for",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
votes for whatever new laws are necessary.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"With money enough to arouse the American people in certain ways, the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
wild life of North America (north of Mexico) can be saved. _Money_ can,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"secure labor and publicity, and the People will do the rest. For this",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"campaign work I want, _and must have_, a permanent fund of $10,000 per",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"annum,--cash always ready for every emergency in field work. I greatly",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"need, _and must have, immediately_, an endowment Wild-Life Fund of at",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"least $100,000, and eventually $250,000. I can no longer ""pass the hat""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
each year. This is needed in addition to the several thousands of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
dollars annually being expended by the Zoological Society in this work.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"The Society is already doing its utmost in wild-life protection, just as",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
it is in several other fields of activity.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Outside of New York many wealthy men will say, ""Let New York do it!""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
That often is the way when national campaigning is to be done. In,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"_national_ wild-life protection work, New York is to-day bearing about",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
nine-tenths of the burden. It is my belief that in 1912 outside of New,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"York City less than $10,000 was raised and expended in wild-life",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
protection save by state and national appropriations. We know that in,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the year mentioned New York expended $221,000 in this cause, all from",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
private sources.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"In a very short time I shall call for the $100,000 that I now must have",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"as an endowment fund for nation-wide work, to be placed at 5-1/2 per",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"cent interest for the $5,500 annual income that it will yield. How much",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of this will come from outside the State of New York? Some of it, I am",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"sure, will come from Massachusetts and Pennsylvania; but will any of it",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"come from Cleveland, Cincinnati, Chicago, St. Louis and San Francisco?",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE DUTY OF THE HOUR,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
I have now said my say in behalf of wild life. Surely the path of duty,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
toward the remnant of wild life is plain enough. Will those who read,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
this book pass along my message that the hour for a revolution has,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"struck? Will the millions of men commanded by General Apathy now arouse,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
before it is too late to act?,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Will the true sportsmen rise up, and do their duty, bravely and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
unselfishly?,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Will the people with wealth to give away do their duty toward wild life,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"and humanity, fairly and generously?",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Will the zoologists awake, leave their tables in their stone palaces of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"peace, and come out to the firing-line?",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Will the lawmakers heed the handwriting on the wall, and make laws that",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
represent the full discharge of their duty toward wild life and,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
humanity?,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Will the editors beat the alarm-gong, early and late, in season and out",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of season, until the people awake?",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
On the answers to these questions hang the fate of the wild creatures of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the world,--their preservation or their extermination.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
INDEX,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Abundance of wild life.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Accuracy, value of, in campaigning.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Acklen, J.H.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Actinomycosis.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Adams, Cyrus C., on the lion.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Adirondack State Park.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Adjutant.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Africa,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  big game of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  game preserves in,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  rinderpest in,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  ""soon to be shot out"".",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
African big game disappearing.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
African game that needs exemption.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Agriculture, Department of.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Aigrette.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Akeley, C.E.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Alabama,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  deer killed in,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  laws of.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Alabama Game Commissioner.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Alaska,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  brown bears of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  new laws needed in,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  game of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  Sitka National Monument in.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Alaska--Yukon region.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"_Albatross_, steamer, seals taken by.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Albatrosses, Laysan.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Alberta,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  at fault on antelope-shooting,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  laws of parks of.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Alden, M.P., Percy.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Algonquin National Park.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Aliens,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  game wardens killed by,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  prohibited from owning firearms,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  slaughter of song-birds by.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Altai Mountains of western China.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
American Bison Society.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
American Game Protective and Propagation Association.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"""American Natural History"" on hawks and owls.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"American, North, Fish and Game Protective Association.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
American private game preserves.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Amsterdam.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Animallai Hills to-day and in 1877.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"""Animal Life in Africa,"" on status of settlers.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Animals,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  predatory,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  caught by cats,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  wild, may become nuisances.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Antelope,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  prong-horned,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  attempts to transplant,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  in Alberta,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  in Montana,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  in Nevada,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  in Texas,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  in Wyoming,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  lumpy jaw in,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  physical weakness of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
